id,word,sentence,following_constituent,POS,has_predicate,has_pronoun,has_modal,token_length
192,akan,"Baik, kami akan berusaha menemukan dia.",berusaha menemukan dia,ADV,YES,YES,NO,3
193,akan,Mereka seperti tahu apa yang akan dilakukan Pak Drajat.,dilakukan Pak Drajat,ADV,YES,NO,NO,3
194,akan,"Saat itu, dia akan kembali ke tempat duduknya setelah menutup kedua pintu.",kembali ke tempat duduknya,ADV,NO,NO,NO,4
195,akan,Suasana mistis akan lebih terasa jika melalui jalur Purwosari karena di sana banyak situs peninggalan kerajaan yang masih disakralkan.,lebih terasa,ADV,YES,NO,NO,2
196,akan,"Rencananya, mereka berempat akan mendaki Gunung Arjuno lewat jalur Tretes.",mendaki Gunung Arjuno,ADV,YES,NO,NO,3
197,akan,Ini akan menjadi sebuah pendakian panjang.,menjadi sebuah pendakian panjang,ADV,YES,NO,NO,4
198,akan,Rama menolak karena akan berfoto bareng dua pendaki lain.,berfoto bareng dua pendaki lain,ADV,YES,NO,NO,5
199,akan,"Setelah itu, mereka akan berkumpul sejenak di ruang pertemuan untuk mendengarkan pidato penutupan acara.",berkumpul sejenak di ruang pertemuan,ADV,YES,NO,NO,5
200,akan,Rama juga akan berpamitan sebelum mendaki Gunung Semeru bersama Janu.,berpamitan sebelum mendaki,ADV,YES,NO,NO,3
201,akan,"Pada malam Jumat, proses penarikan benda pusaka dari tanah kuburan akan dilakukan.",dilakukan,ADV,YES,NO,NO,1
202,akan,"Besok, pencarian akan dilanjutkan ke area puncak.",dilanjutkan ke area puncak,ADV,YES,NO,NO,4
203,akan,Mereka pasti akan menampakkan diri lagi.,menampakkan diri lagi,ADV,YES,NO,NO,3
204,akan,Pendaki Gunung Semeru akan menemui sebuah fenomena.,menemui sebuah fenomena,ADV,YES,NO,NO,3
205,akan,Dia nggak akan ngapa-ngapain.,ngapa-ngapain,ADV,NO,NO,NO,1
206,akan,Kami semua akan selalu mendoakanmu.,selalu mendoakanmu,ADV,YES,NO,NO,2
207,buat,Itu masih jadi teka-teki buat saya sampai hari ini.,saya,PREP,NO,YES,NO,1
208,buat,"Wan, ambilin air putih buat Mas.",Mas,PREP,NO,NO,NO,1
209,buat,Aku sorongkan segelas air putih buat Mas Deni setelah sebelumnya dibacakan doa oleh ibu.,Mas Deni,PREP,NO,NO,NO,2
210,buat,"Apa yang bisa kami lakukan buat kamu, Kinanti?",kamu Kinanti,PREP,NO,YES,NO,2
211,buat,Dia adalah koki yang di setiap kegiatan pendakian selalu diandalkan untuk memasak buat kami.,kami,PREP,NO,YES,NO,1
212,buat,"Buat dia, ini hanya pertanyaan basa-basi saja.",dia,PREP,NO,YES,NO,1
213,buat,"Jika sedang banyak pelatihan, pekerjaan di dapur praktis tidak pernah berhenti karena harus menyediakan makan buat para peserta.",para peserta,PREP,NO,NO,NO,2
214,buat,"Makan ubi dulu Mil, buat mengganjal perut dan nambah energi.",mengganjal perut dan nambah energi,CONJ,YES,NO,NO,5
215,buat,"Tapi menurut kepercayaan Jawa, Sabtu Pahing memang hari pantangan buat pergi.",pergi,CONJ,NO,NO,NO,1
216,sama,Tadi diajakin foto bareng sama cewek.,cewek,PREP,NO,NO,NO,1
217,sama,Ooo... aku dan Friska kenal baik sama Dina.,Dina,PREP,YES,NO,NO,1
218,sama,"Di sini, kebanyakan masyarakatnya tradisional, Mas, takut berurusan sama hukum.",hukum,PREP,NO,NO,NO,1
219,sama,Aku tadi sempat ngobrol sama mereka.,mereka,PREP,NO,YES,NO,1
220,sama,"Kamu masih percaya juga sama mitos itu, Ben.",mitos itu,PREP,NO,NO,NO,2
221,sama,Teguh sama Ari gimana?,Ari,CONJ,NO,NO,NO,1
222,sama,Teguh sama Mila di mana?,Mila,CONJ,NO,NO,NO,1
